species_slug,site,url
plusia-venusta,bugguide,https://bugguide.net/node/view/42771
plusia-venusta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8953
polia-discalis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10273
polia-imbrifera,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10276
polia-nimbosa,bugguide,https://bugguide.net/node/view/43594
polia-nimbosa,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10275
polia-nugatis,bugguide,https://bugguide.net/node/view/354838
polia-nugatis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10281
polia-piniae,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10274
polia-propodea,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10277.1
polia-purpurissata,bugguide,https://bugguide.net/node/view/35721
polia-purpurissata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10280
polia-richardsoni,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10279
polia-rogenhoferi,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10277
polychrysia-esmeralda,bugguide,https://bugguide.net/node/view/238867
polychrysia-esmeralda,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8901
polychrysia-morigera,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8902
ponometia-binocula,bugguide,https://bugguide.net/node/view/418903
ponometia-binocula,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9089
ponometia-candefacta,bugguide,https://bugguide.net/node/view/43823
ponometia-candefacta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9090
ponometia-elegantula,bugguide,https://bugguide.net/node/view/398492
ponometia-elegantula,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9109
ponometia-fumata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9101.2
ponometia-nigra,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9101.1
ponometia-semiflava,bugguide,https://bugguide.net/node/view/48299
ponometia-semiflava,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9085
ponometia-sutrix,bugguide,https://bugguide.net/node/view/367350
ponometia-sutrix,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9119
ponometia-tortricina,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9101
prognorisma-substrigata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10948
pronoctua-craboi,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11050.2
pronoctua-peabodyae,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11050.1
pronoctua-pyrophiloides,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11050
pronoctua-typica,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11049
properigea-albimacula,bugguide,https://bugguide.net/node/view/143427
properigea-albimacula,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9588
properigea-niveirena,bugguide,https://bugguide.net/node/view/143823
properigea-niveirena,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9596
proserpinus-clarkiae,bugguide,https://bugguide.net/node/view/65845
proserpinus-clarkiae,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7876
proserpinus-flavofasciata,bugguide,https://bugguide.net/node/view/15829
proserpinus-flavofasciata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7877
proserpinus-lucidus,bamona,https://www.butterfliesandmoths.org/species/Proserpinus-lucidus
proserpinus-lucidus,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7876
protitame-subalbaria,bamona,https://www.butterfliesandmoths.org/species/Protitame-subalbaria
protitame-subalbaria,bugguide,https://bugguide.net/node/view/68894
protitame-subalbaria,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6266
protitame-virginalis,bamona,https://www.butterfliesandmoths.org/species/Protitame-virginalis
protitame-virginalis,bugguide,https://bugguide.net/node/view/94800
protitame-virginalis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6270
protodeltote-albidula,bugguide,https://bugguide.net/node/view/10846
protodeltote-albidula,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9048
protogygia-album,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10692
protogygia-arena,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10900.1
protogygia-comstocki,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10895
protogygia-enalaga,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10893
protogygia-lagena,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10892
protogygia-milleri,bugguide,https://bugguide.net/node/view/607360
protogygia-milleri,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10898
protogygia-postera,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10892.1
protolampra-rufipectus,bugguide,https://bugguide.net/node/view/144284
protolampra-rufipectus,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11004
protoperigea-anotha,bugguide,https://bugguide.net/node/view/204910
protoperigea-anotha,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9642
protoperigea-calientensis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9643.4
protoperigea-posticata,bugguide,https://bugguide.net/node/view/492489
protoperigea-posticata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9643
protoperigea-umbricata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9643.1
trichopolia-alfkenii,bugguide,https://bugguide.net/node/view/446782
trichopolia-alfkenii,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10559
trichopolia-curtica,bugguide,https://bugguide.net/node/view/143585
trichopolia-curtica,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10546
trichopolia-eureka,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10549
trichopolia-incincta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10552
trichopolia-oviduca,bugguide,https://bugguide.net/node/view/38978
trichopolia-oviduca,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10563
trichopolia-rufula,bugguide,https://bugguide.net/node/view/160167
trichopolia-rufula,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10557
protoschinia-nuchalis,bugguide,https://bugguide.net/node/view/326378
protoschinia-nuchalis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11082
proxenus-mindara,bugguide,https://bugguide.net/node/view/489408
proxenus-mindara,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9648
proxenus-miranda,bugguide,https://bugguide.net/node/view/21028
proxenus-miranda,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9647
psammopolia-arietis,bugguide,https://bugguide.net/node/view/199220
psammopolia-arietis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10364
psammopolia-wyatti,bugguide,https://bugguide.net/node/view/204431
psammopolia-wyatti,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10365
pseudanarta-caeca,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9604
pseudanarta-crocea,bugguide,https://bugguide.net/node/view/463226
pseudanarta-crocea,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9605
pseudanarta-flava,bugguide,https://bugguide.net/node/view/572142
pseudanarta-flava,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9606
pseudanarta-singula,bugguide,https://bugguide.net/node/view/336198
pseudanarta-singula,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9607
pseudeva-palligera,bugguide,https://bugguide.net/node/view/83441
pseudeva-palligera,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8900
pseudeva-purpurigera,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8899
pseudobryomima-muscosa,bugguide,https://bugguide.net/node/view/76989
pseudobryomima-muscosa,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9599
pseudocopivaleria-sonoma,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10017
pseudohemihyalea-edwardsii,bugguide,https://bugguide.net/node/view/34896
pseudohemihyalea-edwardsii,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8222
pseudohermonassa-flavotincta,bugguide,https://bugguide.net/node/view/569506
pseudohermonassa-flavotincta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10952
pseudohermonassa-tenuicula,bugguide,https://bugguide.net/node/view/105123
pseudohermonassa-tenuicula,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10951
pseudorthodes-irrorata,bugguide,https://bugguide.net/node/view/143584
pseudorthodes-irrorata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10582
pseudorthodes-puerilis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10583
pseudothyatira-cymatophoroides,bugguide,https://bugguide.net/node/view/24740
pseudothyatira-cymatophoroides,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6237
pyrrharctia-isabella,bugguide,https://bugguide.net/node/view/539
pyrrharctia-isabella,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8129
pyrrhia-cilisca,bugguide,https://bugguide.net/node/view/39769
pyrrhia-cilisca,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11063
pyrrhia-exprimens,bugguide,https://bugguide.net/node/view/41853
pyrrhia-exprimens,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11064
rachiplusia-ou,bugguide,https://bugguide.net/node/view/11593
rachiplusia-ou,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8895
raphia-frater,bugguide,https://bugguide.net/node/view/24504
raphia-frater,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9193
resapamea-diluvius,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9391.1
resapamea-enargia,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9389
resapamea-innota,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9387
resapamea-passer,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9391
resapamea-venosa,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9388
rhabdorthodes-pattersoni,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10566.5
rheumaptera-hastata,bamona,https://www.butterfliesandmoths.org/species/Rheumaptera-hastata
rheumaptera-hastata,bugguide,https://bugguide.net/node/view/20181
rheumaptera-hastata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7293
rhizagrotis-albalis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9576
rhizagrotis-cloanthoides,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9575
rhizagrotis-modesta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9838
rhizagrotis-stylata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10176
rhyacia-clemens,bugguide,https://bugguide.net/node/view/143606
rhyacia-clemens,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10925.1
richia-parentalis,bugguide,https://bugguide.net/node/view/336326
richia-parentalis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10882
rivula-propinqualis,bugguide,https://bugguide.net/node/view/549
rivula-propinqualis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8404
schinia-acutilinea,bugguide,https://bugguide.net/node/view/228870
schinia-acutilinea,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11150.1
schinia-albafascia,bugguide,https://bugguide.net/node/view/129520
schinia-albafascia,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11181
schinia-arcigera,bugguide,https://bugguide.net/node/view/5814
schinia-arcigera,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11128
schinia-argentifascia,bugguide,https://bugguide.net/node/view/165258
schinia-argentifascia,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11180
schinia-aurantiaca,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11089
schinia-biundulata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11157
schinia-crotchii,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11134.1
schinia-cumatilis,bugguide,https://bugguide.net/node/view/553491
schinia-cumatilis,mpg,https://mothphotographersgroup.msstate.edu/large_map.php?hodges=11192
schinia-deserticola,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11134.2
schinia-edwardsii,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11133
schinia-florida,bugguide,https://bugguide.net/node/view/5928
schinia-florida,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11164
schinia-gaurae,bugguide,https://bugguide.net/node/view/26702
schinia-gaurae,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11168
schinia-honesta,bugguide,https://bugguide.net/node/view/650575
schinia-honesta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11102
schinia-illustra,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11170
schinia-intermontana,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11083.2
schinia-jaguarina,bugguide,https://bugguide.net/node/view/343655
schinia-jaguarina,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11132
schinia-luxa,bugguide,https://bugguide.net/node/view/172423
schinia-luxa,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11203
schinia-lynda,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11163.1
schinia-meadi,bugguide,https://bugguide.net/node/view/343656
schinia-meadi,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11175
schinia-mortua,bugguide,https://bugguide.net/node/view/369759
schinia-mortua,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11131
schinia-oleagina,bugguide,https://bugguide.net/node/view/564690
schinia-oleagina,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11148
schinia-perminuta,bugguide,https://bugguide.net/node/view/82744
schinia-perminuta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11091
schinia-persimilis,bugguide,https://bugguide.net/node/view/549320
schinia-persimilis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11103
schinia-rivulosa,bugguide,https://bugguide.net/node/view/3744
schinia-rivulosa,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11135
schinia-sexplagiata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11151
schinia-suetus,bugguide,https://bugguide.net/node/view/113961
schinia-suetus,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11088
schinia-tertia,bugguide,https://bugguide.net/node/view/144967
schinia-tertia,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11179
schinia-unimacula,bugguide,https://bugguide.net/node/view/145736
schinia-unimacula,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11188
schinia-vacciniae,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11087
schinia-villosa,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11083
schinia-walsinghami,bugguide,https://bugguide.net/node/view/383325
schinia-walsinghami,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11184
schizura-ipomaeae,bugguide,https://bugguide.net/node/view/28016
schizura-ipomaeae,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8005
scoliopteryx-libatrix,bugguide,https://bugguide.net/node/view/9243
scoliopteryx-libatrix,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8555
scotogramma-fervida,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10239
scotogramma-harnardi,bugguide,https://bugguide.net/node/view/812235
scotogramma-harnardi,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10242
scotogramma-orida,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10248
scotogramma-ptilodonta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10244
scotogramma-stretchii,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10241
scotogramma-submarina,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10238
scotogramma-yakima,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10247
selicanis-cinereola,bugguide,https://bugguide.net/node/view/51903
selicanis-cinereola,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9430
setagrotis-pallidicollis,bugguide,https://bugguide.net/node/view/220951
setagrotis-pallidicollis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10975
setagrotis-radiola,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10976
setagrotis-vocalis,bugguide,https://bugguide.net/node/view/492983
setagrotis-vocalis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10975.1
sicya-macularia,bamona,https://www.butterfliesandmoths.org/species/Sicya-macularia
sicya-macularia,bugguide,https://bugguide.net/node/view/26032
sicya-macularia,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6912
sicya-morsicaria,bamona,https://www.butterfliesandmoths.org/species/Sicya-morsicaria
sicya-morsicaria,bugguide,https://bugguide.net/node/view/167500
sicya-morsicaria,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6915
sideridis-fuscolutea,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10256
sideridis-maryx,bugguide,https://bugguide.net/node/view/25273
sideridis-maryx,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10268
sideridis-rosea,bugguide,https://bugguide.net/node/view/42010
sideridis-rosea,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10265
sideridis-uscripta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10261
smerinthus-cerisyi,bugguide,https://bugguide.net/node/view/24880
smerinthus-cerisyi,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7822
smerinthus-jamaicensis,bugguide,https://bugguide.net/node/view/3707
smerinthus-jamaicensis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7821
somatolophia-ectrapelaria,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6945
spaelotis-bicava,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10926.1
spaelotis-clandestina,bugguide,https://bugguide.net/node/view/76793
spaelotis-clandestina,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10926
spaelotis-havilae,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10927
spaelotis-unicava,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10926.2
spaelotis-velicava,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10927.1
spargaloma-sexpunctata,bugguide,https://bugguide.net/node/view/29497
spargaloma-sexpunctata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8479
spargania-luctuata,bugguide,https://bugguide.net/node/view/501029
spargania-luctuata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7313
sphinx-chersis,bugguide,https://bugguide.net/node/view/13870
sphinx-chersis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7802
sphinx-dollii,bugguide,https://bugguide.net/node/view/95680
sphinx-dollii,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7813
sphinx-drupiferarum,bugguide,https://bugguide.net/node/view/40782
sphinx-drupiferarum,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7812
sphinx-luscitiosa,bugguide,https://bugguide.net/node/view/24902
sphinx-luscitiosa,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7811
sphinx-perelegans,bugguide,https://bugguide.net/node/view/46942
sphinx-perelegans,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7805
sphinx-poecila,bugguide,https://bugguide.net/node/view/41976
sphinx-poecila,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7810.1
sphinx-sequoiae,bugguide,https://bugguide.net/node/view/293259
sphinx-sequoiae,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7814
sphinx-vashti,bugguide,https://bugguide.net/node/view/117924
sphinx-vashti,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7803
spilosoma-congrua,bugguide,https://bugguide.net/node/view/3409
spilosoma-congrua,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8134
spilosoma-pteridis,bugguide,https://bugguide.net/node/view/42304
spilosoma-pteridis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8139
spilosoma-vagans,bugguide,https://bugguide.net/node/view/113956
spilosoma-vagans,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8138
spilosoma-vestalis,bugguide,https://bugguide.net/node/view/42155
spilosoma-vestalis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8135
spilosoma-virginica,bugguide,https://bugguide.net/node/view/498
spilosoma-virginica,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8137
spiramater-lutra,bugguide,https://bugguide.net/node/view/30229
spiramater-lutra,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10301
spodoptera-exigua,bugguide,https://bugguide.net/node/view/81674
spodoptera-exigua,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9665
spodoptera-praefica,bugguide,https://bugguide.net/node/view/78952
spodoptera-praefica,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9667
stamnoctenis-pearsalli,bugguide,https://bugguide.net/node/view/489538
stamnoctenis-pearsalli,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7357
stamnodes-topazata,bamona,https://www.butterfliesandmoths.org/species/Stamnodes-topazata
stamnodes-topazata,bugguide,https://bugguide.net/node/view/164489
stamnodes-topazata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7349
stiria-rugifrons,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9785
stretchia-muricina,bugguide,https://bugguide.net/node/view/134890
stretchia-muricina,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10473
stretchia-pictipennis,bugguide,https://bugguide.net/node/view/605487
stretchia-pictipennis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10472
stretchia-plusiaeformis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10471
stretchia-prima,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10476
striacosta-albicosta,bugguide,https://bugguide.net/node/view/164685
striacosta-albicosta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10878
stylopoda-groteana,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10165
sunira-bicolorago,bugguide,https://bugguide.net/node/view/31779
sunira-bicolorago,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9957
sunira-decipiens,bugguide,https://bugguide.net/node/view/365632
sunira-decipiens,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9958
sunira-verberata,bugguide,https://bugguide.net/node/view/244675
sunira-verberata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9960
sutyna-privata,bugguide,https://bugguide.net/node/view/92609
sutyna-privata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9989
sympistis-acheron,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10077.1
sympistis-albifasciata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10076
sympistis-anweileri,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10055.1
sympistis-apep,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10164.1
sympistis-astrigata,bugguide,https://bugguide.net/node/view/907037/bgpage
sympistis-astrigata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10134
sympistis-aterrima,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10164
sympistis-augustus,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10096
sympistis-badistriga,bugguide,https://bugguide.net/node/view/10626
sympistis-badistriga,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10059
sympistis-barnesii,bugguide,https://bugguide.net/node/view/268159
sympistis-barnesii,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10121
sympistis-californiae,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10058
sympistis-chalybdis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10123.1
sympistis-chandleri,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10140
sympistis-cherti,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10118.3
sympistis-cibalis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10124
sympistis-columbia,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10118
sympistis-coprocolor,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10085.1
sympistis-corusca,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10074
sympistis-definita,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10151.1
sympistis-dentata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10055
sympistis-dinalda,bugguide,https://bugguide.net/node/view/386950
sympistis-dinalda,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10066.1
sympistis-dunbari,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10151
sympistis-extremis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10113.5
sympistis-fifia,bugguide,https://bugguide.net/node/view/610767
sympistis-fifia,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10066
sympistis-figurata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10130
sympistis-fortis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10068
sympistis-funebris,bugguide,https://bugguide.net/node/view/310070
sympistis-funebris,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10162
sympistis-glennyi,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10083
sympistis-goedeni,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10095.2
sympistis-greyi,bugguide,https://bugguide.net/node/view/245951
sympistis-greyi,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10131.1
sympistis-hathor,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10104.5
sympistis-hayesi,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10072
sympistis-heliophila,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10156
sympistis-incubus,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10093.1
sympistis-iricolor,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10092
sympistis-lacticollis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10126
sympistis-lapponica,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10157
sympistis-major,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10135.4
sympistis-meadiana,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10098
sympistis-mirificalis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10069
sympistis-occata,bugguide,https://bugguide.net/node/view/486565
sympistis-occata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10101
sympistis-orbicularis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10040
sympistis-pallida,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10118.1
sympistis-pallidior,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10130.2
sympistis-parvacana,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10081.1
sympistis-parvanigra,bugguide,https://bugguide.net/node/view/143799
sympistis-parvanigra,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10081
sympistis-perscripta,bugguide,https://bugguide.net/node/view/104158
sympistis-perscripta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10154
