species_slug,latitude,longitude,state,county,outcome,district_id_before,district_id_after,distance_km,notes
anathix-puta,42.184,-111.641,ID,,assigned-contained,,US:16041,,
parastichtis-suspecta,42.124,-114.218,ID,,assigned-contained,,US:16031,,
aseptis-fumosa,42.184,-111.641,ID,,assigned-contained,,US:16041,,
aseptis-binotata,42.124,-114.218,ID,,assigned-contained,,US:16031,,
aseptis-binotata,42.184,-111.641,ID,,assigned-contained,,US:16041,,
aseptis-characta,42.124,-114.218,ID,,assigned-contained,,US:16031,,
brachylomia-discolor,42.124,-114.218,ID,,assigned-contained,,US:16031,,
brachylomia-rectifascia,42.124,-114.218,ID,,assigned-contained,,US:16031,,
cosmia-praeacuta,42.184,-111.641,ID,,assigned-contained,,US:16041,,
cosmia-elisae,42.184,-111.641,ID,,assigned-contained,,US:16041,,
zotheca-tranquilla,42.184,-111.641,ID,,assigned-contained,,US:16041,,
andropolia-diversilineata,42.124,-114.218,ID,,assigned-contained,,US:16031,,
andropolia-contacta,42.124,-114.218,ID,,assigned-contained,,US:16031,,
andropolia-theodori,42.124,-114.218,ID,,assigned-contained,,US:16031,,
properigea-albimacula,42.184,-111.641,ID,,assigned-contained,,US:16041,,
pseudobryomima-muscosa,42.184,-111.641,ID,,assigned-contained,,US:16041,,
admetovis-oxymorus,42.184,-111.641,ID,,assigned-contained,,US:16041,,
tholera-americana,42.124,-114.218,ID,,assigned-contained,,US:16031,,
anarta-trifolii,42.184,-111.641,ID,,assigned-contained,,US:16041,,
anarta-mutata,42.184,-111.641,ID,,assigned-contained,,US:16041,,
polia-nugatis,42.124,-114.218,ID,,assigned-contained,,US:16031,,
polia-nugatis,42.697,-112.958,ID,,assigned-contained,,US:16077,,
hadena-variolata,42.124,-114.218,ID,,assigned-contained,,US:16031,,
dargida-procinctus,42.184,-111.641,ID,,assigned-contained,,US:16041,,
lasionycta-perplexa,42.124,-114.218,ID,,assigned-contained,,US:16031,,
lasionycta-subfuscula,42.184,-111.641,ID,,assigned-contained,,US:16041,,
lacinipolia-pensilis,42.124,-114.218,ID,,assigned-contained,,US:16031,,
lacinipolia-pensilis,42.184,-111.641,ID,,assigned-contained,,US:16041,,
lacinipolia-olivacea,42.124,-114.218,ID,,assigned-contained,,US:16031,,
lacinipolia-olivacea,42.184,-111.641,ID,,assigned-contained,,US:16041,,
lacinipolia-strigicollis,42.184,-111.641,ID,,assigned-contained,,US:16041,,
homorthodes-furfurata,42.184,-111.641,ID,,assigned-contained,,US:16041,,
protorthodes-curtica,42.124,-114.218,ID,,assigned-contained,,US:16031,,
protorthodes-alfkenii,42.184,-111.641,ID,,assigned-contained,,US:16041,,
dichagyris-variabilis,42.124,-114.218,ID,,assigned-contained,,US:16031,,
copablepharon-viridisparsa,42.124,-114.218,ID,,assigned-contained,,US:16031,,
euxoa-bochus,42.124,-114.218,ID,,assigned-contained,,US:16031,,
euxoa-auxiliaris,42.124,-114.218,ID,,assigned-contained,,US:16031,,
euxoa-mimallonis,42.124,-114.218,ID,,assigned-contained,,US:16031,,
euxoa-septentrionalis,42.124,-114.218,ID,,assigned-contained,,US:16031,,
euxoa-messoria,42.124,-114.218,ID,,assigned-contained,,US:16031,,
euxoa-simona,42.124,-114.218,ID,,assigned-contained,,US:16031,,
euxoa-ustulata,42.124,-114.218,ID,,assigned-contained,,US:16031,,
euxoa-rockburnei,42.124,-114.218,ID,,assigned-contained,,US:16031,,
euxoa-simulata,42.124,-114.218,ID,,assigned-contained,,US:16031,,
euxoa-punctigera,42.124,-114.218,ID,,assigned-contained,,US:16031,,
euxoa-tessellata,42.124,-114.218,ID,,assigned-contained,,US:16031,,
euxoa-plagigera,42.124,-114.218,ID,,assigned-contained,,US:16031,,
euxoa-catenula,42.124,-114.218,ID,,assigned-contained,,US:16031,,
euxoa-comosa,42.124,-114.218,ID,,assigned-contained,,US:16031,,
euxoa-lucida,42.124,-114.218,ID,,assigned-contained,,US:16031,,
euxoa-infausta,42.124,-114.218,ID,,assigned-contained,,US:16031,,
euxoa-nostra,42.124,-114.218,ID,,assigned-contained,,US:16031,,
euxoa-choris,42.124,-114.218,ID,,assigned-contained,,US:16031,,
euxoa-idahoensis,42.124,-114.218,ID,,assigned-contained,,US:16031,,
euxoa-auripennis,42.124,-114.218,ID,,assigned-contained,,US:16031,,
euxoa-oblongistigma,42.124,-114.218,ID,,assigned-contained,,US:16031,,
euxoa-difformis,42.124,-114.218,ID,,assigned-contained,,US:16031,,
euxoa-infracta,42.124,-114.218,ID,,assigned-contained,,US:16031,,
euxoa-aequalis,42.124,-114.218,ID,,assigned-contained,,US:16031,,
euxoa-munis,42.124,-114.218,ID,,assigned-contained,,US:16031,,
feltia-jaculifera,42.124,-114.218,ID,,assigned-contained,,US:16031,,
chersotis-juncta,42.124,-114.218,ID,,assigned-contained,,US:16031,,
noctua-pronuba,42.124,-114.218,ID,,assigned-contained,,US:16031,,
spaelotis-clandestina,42.124,-114.218,ID,,assigned-contained,,US:16031,,
spaelotis-bicava,42.124,-114.218,ID,,assigned-contained,,US:16031,,
spaelotis-velicava,42.124,-114.218,ID,,assigned-contained,,US:16031,,
eurois-nigra,42.124,-114.218,ID,,assigned-contained,,US:16031,,
xestia-oblata,42.124,-114.218,ID,,assigned-contained,,US:16031,,
setagrotis-vocalis,42.124,-114.218,ID,,assigned-contained,,US:16031,,
setagrotis-radiola,42.124,-114.218,ID,,assigned-contained,,US:16031,,
tesagrotis-piscipellis,42.124,-114.218,ID,,assigned-contained,,US:16031,,
parabagrotis-exsertistigma,42.124,-114.218,ID,,assigned-contained,,US:16031,,
protolampra-rufipectus,42.124,-114.218,ID,,assigned-contained,,US:16031,,
abagrotis-vittifrons,42.124,-114.218,ID,,assigned-contained,,US:16031,,
abagrotis-glenni,42.124,-114.218,ID,,assigned-contained,,US:16031,,
abagrotis-reedi,42.124,-114.218,ID,,assigned-contained,,US:16031,,
abagrotis-duanca,42.124,-114.218,ID,,assigned-contained,,US:16031,,
abagrotis-nanalis,42.124,-114.218,ID,,assigned-contained,,US:16031,,
abagrotis-discoidalis,42.124,-114.218,ID,,assigned-contained,,US:16031,,
abagrotis-dodi,42.124,-114.218,ID,,assigned-contained,,US:16031,,
abagrotis-placida,42.124,-114.218,ID,,assigned-contained,,US:16031,,
abagrotis-scopeops,42.124,-114.218,ID,,assigned-contained,,US:16031,,
hyles-lineata,42.124,-114.218,ID,,assigned-contained,,US:16031,,
ascalapha-odorata,48.476,-123.3,BC,,assigned-fallback,,CA:5917,0.040,
drasteria-sabulosa,49.05,-113.9,AB,,unassigned,,,,
catocala-californica,49.05,-113.9,AB,,unassigned,,,,
lygephila-victoria,49.05,-113.9,AB,,unassigned,,,,
drasteria-divergens,49.05,-113.9,AB,,unassigned,,,,
catocala-hermia,51.335,-113.011,AB,,unassigned,,,,
catocala-meskei,50.758,-113.127,AB,,unassigned,,,,
nola-cilicoides,50.748,-113.129,AB,,unassigned,,,,
drasteria-divergens,49.05,-113.9,AB,,unassigned,,,,
catocala-junctura,49.815,-112.164,AB,,unassigned,,,,
hypena-bijugalis,53.55,-113.466,AB,,unassigned,,,,
catocala-meskei,49.694,-112.842,AB,,unassigned,,,,
catocala-hermia,50.755,-111.509,AB,,assigned-fallback,,CA:4804,1.183,
catocala-hermia,49.398,-110.873,AB,,unassigned,,,,
catocala-hermia,49.082,-111.615,AB,,unassigned,,,,
catocala-junctura,49.082,-111.635,AB,,unassigned,,,,
catocala-ultronia,49.398,-110.873,AB,,unassigned,,,,
catocala-meskei,49.694,-112.842,AB,,unassigned,,,,
catocala-relicta,52.583,-112.97,AB,,unassigned,,,,
caenurgina-crassiuscula,49.082,-111.615,AB,,unassigned,,,,
drasteria-petricola,50.209,-114.458,AB,,unassigned,,,,
caenurgina-crassiuscula,49.1,-110.567,AB,,unassigned,,,,
catocala-hermia,50.58,-113.874,AB,,unassigned,,,,
catocala-hermia,50.044,-110.675,AB,,unassigned,,,,
catocala-meskei,50.044,-110.675,AB,,unassigned,,,,
zale-duplicata,49.05,-113.9,AB,,unassigned,,,,
catocala-hermia,49.464,-112.661,AB,,unassigned,,,,
catocala-meskei,49.082,-111.615,AB,,unassigned,,,,
drasteria-howlandii,49.102,-110.585,AB,,unassigned,,,,
catocala-semirelicta,51.05,-114.083,AB,,unassigned,,,,
drasteria-petricola,52.37,-116.075,AB,,unassigned,,,,
drasteria-petricola,52.701,-116.807,AB,,unassigned,,,,
drasteria-hudsonica,52.37,-116.075,AB,,unassigned,,,,
caenurgina-annexa,49.265,-112.661,AB,,unassigned,,,,
caenurgina-annexa,49.614,-112.17,AB,,unassigned,,,,
caenurgina-crassiuscula,49.265,-112.661,AB,,unassigned,,,,
caenurgina-crassiuscula,53.888,-112.968,AB,,unassigned,,,,
caenurgina-crassiuscula,53.217,-116.966,AB,,unassigned,,,,
euclidia-cuspidea,54.191,-113.457,AB,,unassigned,,,,
autographa-californica,52.85,-117.283,AB,,unassigned,,,,
syngrapha-ignea,52.85,-117.283,AB,,unassigned,,,,
syngrapha-ignea,53.967,-119.2,AB,,unassigned,,,,
syngrapha-ignea,49.567,-110.2,AB,,unassigned,,,,
anagrapha-falcifera,51.05,-114.083,AB,,unassigned,,,,
anagrapha-falcifera,53.951,-113.108,AB,,unassigned,,,,
sympistis-anweileri,50.383,-114.667,AB,,unassigned,,,,
sympistis-zetterstedtii,53.967,-119.2,AB,,unassigned,,,,
sympistis-zetterstedtii,53.967,-119.2,AB,,unassigned,,,,
eutricopis-nexilis,49.265,-112.661,AB,,unassigned,,,,
heliothis-oregonica,49.1,-122.85,AB,,assigned-contained,,CA:5915,,
heliothis-oregonica,51.117,-114.124,AB,,unassigned,,,,
schinia-cumatilis,51.376,-112.537,AB,,unassigned,,,,
catocala-briseis,49.694,-112.842,AB,,unassigned,,,,
catocala-semirelicta,49.694,-112.842,AB,,unassigned,,,,
catocala-semirelicta,49.694,-112.842,AB,,unassigned,,,,
autographa-californica,49.694,-112.842,AB,,unassigned,,,,
anagrapha-falcifera,49.694,-112.842,AB,,unassigned,,,,
plusia-putnami,51.834,-113.011,AB,,unassigned,,,,
sympistis-wilsoni,51.167,-115.566,AB,,unassigned,,,,
feralia-jocosa,49,-117.933,BC,,assigned-contained,,US:53065,,
pleromelloida-cinerea,49.05,-113.9,AB,,unassigned,,,,
sympistis-wilsoni,51.45,-116.283,BC,,assigned-fallback,,CA:5939,0.799,
sympistis-poliochroa,51.05,-114.083,AB,,unassigned,,,,
cucullia-omissa,51.05,-114.083,AB,,unassigned,,,,
cucullia-florea,51.05,-114.083,AB,,unassigned,,,,
sympistis-cibalis,51.05,-114.083,AB,,unassigned,,,,
sympistis-pudorata,51.433,-116.183,AB,,unassigned,,,,
panthea-virginarius,49.05,-113.9,AB,,unassigned,,,,
deilephila-elpenor,49.081,-122.604,BC,,assigned-contained,,CA:5915,,
abrostola-urentis,52.46,-112.88,AB,,unassigned,,,,
abrostola-urentis,52.46,-112.88,AB,,unassigned,,,,
abrostola-urentis,51.8,-113.02,AB,,unassigned,,,,
abrostola-urentis,51.8,-112.88,AB,,unassigned,,,,
abrostola-urentis,50.844,-111.154,AB,,assigned-contained,,CA:4804,,
anagrapha-falcifera,50.757,-113.129,AB,,unassigned,,,,
anagrapha-falcifera,52.492,-112.211,AB,,unassigned,,,,
anagrapha-falcifera,52.5,-112.704,AB,,unassigned,,,,
anagrapha-falcifera,49.631,-114.693,AB,,assigned-fallback,,CA:5901,0.387,
anagrapha-falcifera,51.958,-112.942,AB,,unassigned,,,,
anagrapha-falcifera,51.823,-115.189,AB,,unassigned,,,,
anagrapha-falcifera,52.154,-112.712,AB,,unassigned,,,,
anagrapha-falcifera,52.31,-113.05,AB,,unassigned,,,,
anagrapha-falcifera,52.46,-112.88,AB,,unassigned,,,,
anagrapha-falcifera,50.85,-113.967,AB,,unassigned,,,,
anagrapha-falcifera,52.467,-116.083,AB,,unassigned,,,,
anagrapha-falcifera,52.382,-113.795,AB,,unassigned,,,,
anagrapha-falcifera,50.635,-110.197,AB,,assigned-contained,,CA:4804,,
anagrapha-falcifera,50.849,-110.697,AB,,assigned-contained,,CA:4804,,
anagrapha-falcifera,50.762,-111.513,AB,,assigned-fallback,,CA:4804,0.310,
anagrapha-falcifera,51.077,-115.117,AB,,unassigned,,,,
anagrapha-falcifera,53.366,-113.042,AB,,unassigned,,,,
anagrapha-falcifera,49.102,-110.585,AB,,unassigned,,,,
anagrapha-falcifera,49.392,-110.86,AB,,unassigned,,,,
anagrapha-falcifera,52.31,-113.92,AB,,unassigned,,,,
anagrapha-falcifera,50.838,-111.61,AB,,assigned-contained,,CA:4804,,
anagrapha-falcifera,51.8,-113.02,AB,,unassigned,,,,
autographa-ampla,49.583,-124.883,BC,,assigned-fallback,,CA:5926,0.371,
autographa-ampla,54.45,-110.166,AB,,unassigned,,,,
autographa-ampla,52.467,-116.083,AB,,unassigned,,,,
autographa-ampla,50.757,-113.129,AB,,unassigned,,,,
autographa-ampla,52.487,-112.217,AB,,unassigned,,,,
autographa-ampla,52.494,-112.695,AB,,unassigned,,,,
autographa-ampla,52.154,-112.712,AB,,unassigned,,,,
autographa-ampla,52.31,-113.05,AB,,unassigned,,,,
autographa-ampla,52.46,-112.88,AB,,unassigned,,,,
autographa-ampla,51.8,-113.02,AB,,unassigned,,,,
autographa-ampla,50.85,-113.967,AB,,unassigned,,,,
autographa-ampla,50.85,-113.967,AB,,unassigned,,,,
autographa-ampla,49.1,-113.95,AB,,unassigned,,,,
autographa-ampla,50.839,-111.61,AB,,assigned-contained,,CA:4804,,
autographa-ampla,49.294,-114.273,AB,,unassigned,,,,
autographa-bimaculata,52.494,-112.695,AB,,unassigned,,,,
autographa-bimaculata,50.85,-113.967,AB,,unassigned,,,,
autographa-bimaculata,51.589,-115.163,AB,,unassigned,,,,
autographa-bimaculata,52.269,-111.95,AB,,unassigned,,,,
autographa-bimaculata,51.831,-113.001,AB,,unassigned,,,,
autographa-bimaculata,52.467,-116.083,AB,,unassigned,,,,
autographa-bimaculata,53.956,-114.117,AB,,unassigned,,,,
autographa-bimaculata,49.694,-112.842,AB,,unassigned,,,,
autographa-bimaculata,52.31,-113.92,AB,,unassigned,,,,
autographa-californica,50.757,-113.129,AB,,unassigned,,,,
autographa-californica,52.492,-112.211,AB,,unassigned,,,,
autographa-californica,52.53,-112.7,AB,,unassigned,,,,
autographa-californica,51.958,-112.942,AB,,unassigned,,,,
autographa-californica,52.285,-113.791,AB,,unassigned,,,,
autographa-californica,52.03,-117.76,AB,,assigned-contained,,CA:5939,,
autographa-californica,52.31,-113.05,AB,,unassigned,,,,
autographa-californica,52.46,-112.88,AB,,unassigned,,,,
autographa-californica,52.483,-112.703,AB,,unassigned,,,,
autographa-californica,51.8,-113.02,AB,,unassigned,,,,
autographa-californica,50.85,-113.967,AB,,unassigned,,,,
autographa-californica,52.467,-116.083,AB,,unassigned,,,,
autographa-californica,49.102,-110.585,AB,,unassigned,,,,
autographa-californica,50.762,-110.197,AB,,assigned-contained,,CA:4804,,
autographa-californica,49.392,-110.86,AB,,unassigned,,,,
autographa-californica,52.31,-113.92,AB,,unassigned,,,,
autographa-californica,50.838,-111.61,AB,,assigned-contained,,CA:4804,,
autographa-californica,49.815,-112.164,AB,,unassigned,,,,
autographa-californica,49.082,-111.615,AB,,unassigned,,,,
autographa-flagellum,52.494,-112.695,AB,,unassigned,,,,
autographa-flagellum,50.85,-113.967,AB,,unassigned,,,,
autographa-flagellum,52.467,-116.083,AB,,unassigned,,,,
autographa-flagellum,51.05,-114.083,AB,,unassigned,,,,
autographa-mappa,51.8,-113.02,AB,,unassigned,,,,
autographa-mappa,50.85,-113.967,AB,,unassigned,,,,
autographa-mappa,50.85,-113.967,AB,,unassigned,,,,
autographa-mappa,52.467,-116.083,AB,,unassigned,,,,
autographa-mappa,49.026,-113.685,AB,,unassigned,,,,
autographa-mappa,50.743,-110.071,AB,,assigned-fallback,,CA:4804,0.129,
autographa-metallica,49.1,-113.903,AB,,unassigned,,,,
autographa-pseudogamma,50.85,-113.967,AB,,unassigned,,,,
autographa-pseudogamma,52.467,-116.083,AB,,unassigned,,,,
autographa-pseudogamma,50.795,-114.862,AB,,unassigned,,,,
autographa-pseudogamma,49.294,-114.273,AB,,unassigned,,,,
autographa-rubidus,52.46,-112.88,AB,,unassigned,,,,
autographa-rubidus,50.85,-113.967,AB,,unassigned,,,,
autographa-rubidus,50.85,-113.967,AB,,unassigned,,,,
autographa-rubidus,52.467,-116.083,AB,,unassigned,,,,
autographa-sansoni,49.1,-113.95,AB,,unassigned,,,,
autographa-sansoni,52.467,-116.083,AB,,unassigned,,,,
autographa-sansoni,49.293,-114.4,AB,,unassigned,,,,
autographa-sansoni,51.167,-115.566,AB,,unassigned,,,,
autographa-v-alba,51.167,-115.566,AB,,unassigned,,,,
autographa-v-alba,49.056,-113.915,AB,,unassigned,,,,
autographa-v-alba,50.121,-114.267,AB,,unassigned,,,,
diachrysia-aereoides,52.486,-112.206,AB,,unassigned,,,,
diachrysia-aereoides,52.303,-112.75,AB,,unassigned,,,,
diachrysia-aereoides,52.451,-115.011,AB,,unassigned,,,,
diachrysia-aereoides,52.09,-112.425,AB,,unassigned,,,,
diachrysia-aereoides,52.154,-112.712,AB,,unassigned,,,,
diachrysia-aereoides,52.31,-113.05,AB,,unassigned,,,,
diachrysia-aereoides,52.46,-112.88,AB,,unassigned,,,,
diachrysia-aereoides,50.85,-113.967,AB,,unassigned,,,,
diachrysia-aereoides,49.653,-110.03,AB,,unassigned,,,,
diachrysia-aereoides,49.694,-112.842,AB,,unassigned,,,,
diachrysia-aereoides,50.923,-114.074,AB,,unassigned,,,,
diachrysia-aereoides,52.467,-116.083,AB,,unassigned,,,,
diachrysia-aereoides,52.31,-113.92,AB,,unassigned,,,,
eosphoropteryx-thyatyroides,53.55,-113.466,AB,,unassigned,,,,
plusia-putnami,50.757,-113.129,AB,,unassigned,,,,
plusia-putnami,52.486,-112.206,AB,,unassigned,,,,
plusia-putnami,52.5,-112.704,AB,,unassigned,,,,
plusia-putnami,51.8,-115.21,AB,,unassigned,,,,
plusia-putnami,52.154,-112.712,AB,,unassigned,,,,
plusia-putnami,52.31,-113.05,AB,,unassigned,,,,
plusia-putnami,51.8,-113.02,AB,,unassigned,,,,
plusia-putnami,50.85,-113.967,AB,,unassigned,,,,
plusia-putnami,52.467,-116.083,AB,,unassigned,,,,
plusia-putnami,52.382,-113.795,AB,,unassigned,,,,
plusia-putnami,49.1,-113.95,AB,,unassigned,,,,
plusia-putnami,52.31,-113.92,AB,,unassigned,,,,
plusia-putnami,52.003,-116.467,AB,,unassigned,,,,
plusia-venusta,52.494,-112.695,AB,,unassigned,,,,
plusia-venusta,52.154,-112.712,AB,,unassigned,,,,
plusia-venusta,52.31,-113.05,AB,,unassigned,,,,
plusia-venusta,50.85,-113.967,AB,,unassigned,,,,
plusia-venusta,52.467,-116.083,AB,,unassigned,,,,
polychrysia-esmeralda,50.85,-113.967,AB,,unassigned,,,,
polychrysia-esmeralda,51.05,-114.083,AB,,unassigned,,,,
polychrysia-esmeralda,53.55,-113.466,AB,,unassigned,,,,
polychrysia-esmeralda,51.589,-115.163,AB,,unassigned,,,,
polychrysia-esmeralda,50.795,-114.862,AB,,unassigned,,,,
polychrysia-esmeralda,52.467,-116.083,AB,,unassigned,,,,
polychrysia-esmeralda,51.05,-114.083,AB,,unassigned,,,,
polychrysia-esmeralda,50.242,-114.354,AB,,unassigned,,,,
pseudeva-purpurigera,53.55,-113.466,AB,,unassigned,,,,
pseudeva-purpurigera,52.494,-112.695,AB,,unassigned,,,,
pseudeva-purpurigera,52.23,-112.83,AB,,unassigned,,,,
pseudeva-purpurigera,52.31,-113.05,AB,,unassigned,,,,
pseudeva-purpurigera,52.46,-112.88,AB,,unassigned,,,,
pseudeva-purpurigera,50.85,-113.967,AB,,unassigned,,,,
pseudeva-purpurigera,53.55,-113.466,AB,,unassigned,,,,
pseudeva-purpurigera,51.831,-113.001,AB,,unassigned,,,,
rachiplusia-ou,44.864,-111.336,MT,,assigned-contained,,US:30031,,
syngrapha-alias,52.387,-116.366,AB,,unassigned,,,,
syngrapha-alias,52.383,-113.783,AB,,unassigned,,,,
syngrapha-alias,50.85,-113.967,AB,,unassigned,,,,
syngrapha-alias,50.85,-113.967,AB,,unassigned,,,,
syngrapha-alias,50.85,-113.967,AB,,unassigned,,,,
syngrapha-alias,52.467,-116.083,AB,,unassigned,,,,
syngrapha-alias,49.026,-113.685,AB,,unassigned,,,,
syngrapha-alias,51.024,-115.029,AB,,unassigned,,,,
syngrapha-alias,52.003,-116.467,AB,,unassigned,,,,
syngrapha-alticola,51.45,-116.283,BC,,assigned-fallback,,CA:5939,0.799,
syngrapha-alticola,52.908,-115.233,AB,,unassigned,,,,
syngrapha-alticola,52.166,-117.333,AB,,assigned-fallback,,CA:5939,1.936,
syngrapha-alticola,51.875,-115.38,AB,,unassigned,,,,
syngrapha-alticola,51.433,-116.183,AB,,unassigned,,,,
syngrapha-alticola,52.25,-117.233,AB,,unassigned,,,,
syngrapha-alticola,52.25,-117.233,AB,,unassigned,,,,
syngrapha-alticola,52.467,-116.083,AB,,unassigned,,,,
syngrapha-alticola,51.317,-116.183,AB,,unassigned,,,,
syngrapha-angulidens,52.387,-116.366,AB,,unassigned,,,,
syngrapha-angulidens,52.449,-116.145,AB,,unassigned,,,,
syngrapha-angulidens,51.167,-115.566,AB,,unassigned,,,,
syngrapha-angulidens,51.167,-115.566,AB,,unassigned,,,,
syngrapha-angulidens,51.433,-116.183,AB,,unassigned,,,,
syngrapha-angulidens,52.467,-116.083,AB,,unassigned,,,,
syngrapha-angulidens,50.962,-114.913,AB,,unassigned,,,,
syngrapha-borea,52.467,-116.083,AB,,unassigned,,,,
syngrapha-borea,51.05,-114.083,AB,,unassigned,,,,
syngrapha-borea,50.658,-115.11,AB,,unassigned,,,,
syngrapha-diasema,52.491,-116.015,AB,,unassigned,,,,
syngrapha-diasema,52.467,-116.083,AB,,unassigned,,,,
syngrapha-epigaea,52.375,-114.992,AB,,unassigned,,,,
syngrapha-epigaea,50.85,-113.967,AB,,unassigned,,,,
syngrapha-epigaea,50.85,-113.967,AB,,unassigned,,,,
syngrapha-epigaea,50.85,-113.967,AB,,unassigned,,,,
syngrapha-epigaea,52.467,-116.083,AB,,unassigned,,,,
syngrapha-epigaea,51.167,-115.566,AB,,unassigned,,,,
syngrapha-ignea,50.85,-113.967,AB,,unassigned,,,,
syngrapha-ignea,52.467,-116.083,AB,,unassigned,,,,
syngrapha-ignea,50.96,-115.209,AB,,unassigned,,,,
syngrapha-ignea,52.008,-116.629,AB,,unassigned,,,,
syngrapha-ignea,51.461,-114.97,AB,,unassigned,,,,
syngrapha-ignea,50.287,-114.578,AB,,unassigned,,,,
syngrapha-interrogationis,51.05,-114.083,AB,,unassigned,,,,
syngrapha-interrogationis,51.9,-115.04,AB,,unassigned,,,,
syngrapha-interrogationis,52.467,-116.083,AB,,unassigned,,,,
syngrapha-microgamma,52.451,-115.011,AB,,unassigned,,,,
syngrapha-microgamma,51.05,-114.083,AB,,unassigned,,,,
syngrapha-microgamma,51.05,-114.083,AB,,unassigned,,,,
syngrapha-microgamma,51.794,-114.106,AB,,unassigned,,,,
syngrapha-microgamma,52.467,-116.083,AB,,unassigned,,,,
syngrapha-microgamma,52.269,-113.81,AB,,unassigned,,,,
syngrapha-octoscripta,52.492,-112.211,AB,,unassigned,,,,
syngrapha-octoscripta,51.93,-112.97,AB,,unassigned,,,,
syngrapha-octoscripta,51.8,-113.02,AB,,unassigned,,,,
syngrapha-octoscripta,51.167,-115.566,AB,,unassigned,,,,
syngrapha-octoscripta,50.85,-113.967,AB,,unassigned,,,,
syngrapha-octoscripta,52.467,-116.083,AB,,unassigned,,,,
syngrapha-octoscripta,50.762,-111.513,AB,,assigned-fallback,,CA:4804,0.310,
syngrapha-octoscripta,50.58,-113.874,AB,,unassigned,,,,
syngrapha-octoscripta,50.743,-110.071,AB,,assigned-fallback,,CA:4804,0.129,
syngrapha-octoscripta,49.815,-112.164,AB,,unassigned,,,,
syngrapha-orophila,52.166,-117.333,AB,,assigned-fallback,,CA:5939,1.936,
syngrapha-orophila,51.875,-115.38,AB,,unassigned,,,,
